id;codes;comentarios;impressaodiagnostica;status;statusData;organ;organData;order
285;MESADJHIPERBX;Mesentério adjacente à bexiga com aumento da ecogenicidade.;O aumento da ecogenicidade de mesentério adjacente à bexiga é indicativo de reatividade a processo inflamatório / infeccioso.;ANORMAL;not_normal;BEXIGA;bexiga;0
284;CUD;corno uterino direito medindo aproximadamente <var1> cm, paredes finas e regulares.;;NORMAL;normal;ÚTERO;utero;0
283;CUE;corno uterino esquerdo medindo aproximadamente <var1> cm, paredes finas e regulares.;;NORMAL;normal;ÚTERO;utero;0
282;RDINF;Em cortical renal em porção crânio ventral nota-se área triangular hiperecogênica apresentando irregularidade em contorno de cortical medindo <var1> cm x <var2> cm.;Infarto renal. Caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;RIM DIREITO;rim_direito;0
281;REIR;Em cortical renal em porção crânio ventral nota-se área triangular hiperecogênica apresentando irregularidade em contorno de cortical, medindo <var1> cm x <var2> cm.;Infarto renal. Caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;2
280;RDIR;Em cortical renal em porção crânio ventral nota-se área triangular hiperecogênica apresentando irregularidade em contorno de cortical.;Infarto renal. Caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;RIM DIREITO;rim_direito;0
279;REINF;Em cortical renal em porção crânio ventral nota-se área triangular hiperecogênica apresentando irregularidade em contorno de cortical medindo <var1> cm x <var2> cm.;Infarto renal. Caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;5
278;UDCA;Nota-se estrutura hiperecogênica, formadora de sombreamento acústico posterior, medindo <var1> cm em ureter direito.;Cálculo em ureter direito.;ANORMAL;not_normal;RIM DIREITO;rim_direito;0
277;UECA;Nota-se estrutura hiperecogênica, formadora de sombreamento acústico posterior, medindo <var1> cm em ureter esquerdo.;Cálculo em ureter esquerdo;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;2
276;PDCA;Nota-se estrutura hiperecogênica, formadora de sombreamento acústico posterior, medindo <var1> cm em pelve renal.;Cálculo em pelve renal direita.;ANORMAL;not_normal;RIM DIREITO;rim_direito;0
275;PECA;Nota-se estrutura hiperecogênica, formadora de sombreamento acústico posterior, medindo <var1> cm em pelve renal.;Cálculo em pelve renal esquerda.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;0
274;PEHID;Pelve renal dilatada evoluindo para processo de hidronefrose, medindo <var1> cm;Pielectasia esquerda evoluindo para hidronefrose.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;0
272;CALCRD;Estrutura hiperecogênica, formadora de sombreamento acústico posterior, medindo <var1> cm em divertículo renal.;Cálculo em rim direito.;ANORMAL;not_normal;RIM DIREITO;rim_direito;0
271;CALCUD;Nota-se estrutura hiperecogênica, formadora de sombreamento acústico posterior, medindo <var1> cm em corno uterino direito.;Cálculo em corno uterino direito.;ANORMAL;not_normal;ÚTERO;utero;0
270;CALCUE;Nota-se estrutura hiperecogênica, formadora de sombreamento acústico posterior, medindo <var1> cm em corno uterino esquerdo.;Cálculo em corno uterino esquerdo.;ANORMAL;not_normal;ÚTERO;utero;0
269;CALCRE;Estrutura hiperecogênica, formadora de sombreamento acústico posterior, medindo <var1> cm em divertículo renal.;Cálculo em rim esquerdo.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;0
268;REHID;Pelve renal dilatada evoluindo para processo de hidronefrose, medindo <var1> cm;Pielectasia esquerda evoluindo para hidronefrose.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;0
267;CPCM;Cólon com paredes finas e estratificação parietal preservada, porém preenchido por conteúdo mucoso.;Cólon preenchido por conteúdo mucoso. Caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;CÓLON;colon;3
266;PTTNDN;aumentada de tamanho, medindo <var1> cm x <var2> cm. Parênquima heterogêneo com ecogenicidade mista e margens irregulares.;Próstata: não se descarta processo neoplásico.;ANORMAL;not_normal;PRÓSTATA;prostata;0
265;ESTCAD;preenchido por conteúdo gasoso, mucoso e alimentar denso, medindo a estrutura densa <var1> cm, formando sombreamento acústico posterior, paredes de aspecto sonográfico mantido com padrão em camadas, não podendo descartar por completo corpo estranho.;A estrutura caracterizada em estômago é compatível com conteúdo alimentar denso, não podendo descartar por completo corpo estranho. Caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;ESTÔMAGO;estomago;0
264;MESADJBXREA;Mesentério adjacente à bexiga com aumento da ecogenicidade.;O aumento da ecogenicidade de mesentério adjacente à bexiga é indicativo de reatividade a processo inflamatório / infeccioso.;ANORMAL;not_normal;BEXIGA;bexiga;0
263;PECALC;Nota-se estrutura hiperecogênica, formadora de sombreamento acústico posterior, medindo <var1> cm em pelve renal.;Cálculo em pelve renal esquerda.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;0
262;BXISU;repleta por conteúdo anecogênico, paredes finas e regulares. Importante quantidade de pontos ecogênicos em suspensão e depositados em parede dorsal, não formadores de pouco sombreamento acústico posterior.;Bexiga: importante quantidade de sedimento urinário/debril celular.;ANORMAL;not_normal;BEXIGA;bexiga;0
261;NODBACHIPO;em cabeça esplênica nota-se nódulo hipoecóico, margens regulares e limites bem definidos, medindo <var1> cm X <var2> cm;O nódulo em baço possui como principais diagnósticos diferenciais: hiperplasia nodular (comum em pacientes de meia idade e idosos), hematopoiese extramedular. Caso suspeita de metástase sugere-se exames complementares.;ANORMAL;not_normal;BAÇO;baco;0
260;LPEEDE;Aumentado de tamanho, medindo <var1> cm em lobo esquerdo, com aspecto heterogêneo, associado a conteúdo anecogênico difusamente entremeado, ecotextura mista.;Edema pancreático, podendo estar relacionado aos seguintes diagnósticos diferenciais: pancreatite, hipoalbuminemia, hipervolemia.;ANORMAL;not_normal;PÂNCREAS;pancreas;0
259;FIGHIF;tamanho, forma, contorno e ecotextura preservadas. Bordas afiladas, ecogenicidade aumentada. Vasculatura hepática e portal dentro da normalidade.;O aumento da ecogenicidade de fígado em felinos possui como diagnósticos principais lipidose ou deposição de gordura.;ANORMAL;not_normal;FÍGADO;figado;0
258;TESTE4;ASDASDSDS;ASDFDF;ANORMAL;not_normal;LINFONODOS;linfonodos;0
257;PIOC;cornos uterinos não caracterizados - histórico de ovários alpingo histerectomia. Corpo de útero aumentado de tamanho, medindo <var1> cm x <var2> cm. Preechido por conteúdo fluido com grande quantidade de pontos ecogênicos. Mesentério adjacente hiperecóico.;Piometra de coto.;ANORMAL;not_normal;ÚTERO;utero;1
256;JEJUMUMM;Multiplas porções de jejuno apresentando camada muscular espessada, medindo <var1> cm, relação de 1:1 com camada mucosa, que mede <var2> cm.;Jejuno: provável processo infiltrativo em camada muscular, podendo estar relacionado à doença inflamatória intestinal e/ou processo neoplásico. Sugere-se exames complementares;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;0
255;BXMDB;repleta por conteúdo anecogênico, paredes finas e regulares. Moderada quantidade de pontos ecogênicos em suspensão e depositados em parede dorsal, não formadores de pouco sombreamento acústico posterior.;Bexiga: moderada quantidade de sedimento urinário/debril celular.;ANORMAL;not_normal;BEXIGA;bexiga;0
254;JEJUMUM;Poucas porções de jejuno apresentando camada muscular espessada, medindo <var1> cm, relação de 1:1 com camada mucosa, que mede <var2> cm.;Jejuno: provável processo infiltrativo em camada muscular, podendo estar relacionado à doença inflamatória intestinal e/ou processo neoplásico. Sugere-se exames complementares;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;0
252;OVER;em topografia habitual, apresentando múltiplas estruturas císticas, medindo <var3> cm x <var4> cm. Mesentério adjacente hiperecoico.;Ovário esquerdo remanescente policístico(provável).;ANORMAL;not_normal;OVÁRIOS;ovario;0
251;HPBCPNDN;aumentada de tamanho, medindo <var1> cm x <var2> cm, ecogenicidade mista e ecotextura moderadamente heterogênea.;Hiperplasia prostática benigna com indícios ultrassonográficos de processo inflamatório/infeccioso inicial (prostatite), não podendo descartar por completo do processo neoplásico.;ANORMAL;not_normal;PRÓSTATA;prostata;0
250;FIGAHIC;de dimensões fora dos limites do gradil costal, superfície lisa, margens afiladas, ecotextura dentro dos limites da normalidade. Ecogenicidade aumentada. Arquitetura vascular portal e intra-hepática preservadas quanto ao calibre e trajeto dos vasos.;Hepatomegalia. O aumento da ecogenicidade hepática possui como principais diagnósticos diferenciais: esteatose (infiltração gordurosa), hepatopatia esteroidal (diabetes mellitus e/ou hipoadrenocorticismo).;ANORMAL;not_normal;FÍGADO;figado;0
249;FIGHIC;de dimensões fora dos limites do gradil costal, superfície lisa, margens afiladas, ecotextura dentro dos limites da normalidade. Ecogenicidade aumentada. Arquitetura vascular portal e intra-hepática preservadas quanto ao calibre e trajeto dos vasos.;Hepatomegalia. O aumento da ecogenicidade hepática possui como principais diagnósticos diferenciais: esteatose, hepatopatia esteroidal.;ANORMAL;not_normal;FÍGADO;figado;2
248;RDD;diminuído de tamanho, medindo <var1> cm de comprimento em plano dorsal.;Rim direito: provável nefropatia, caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;RIM DIREITO;rim_direito;0
247;LPE;lobo pancreático esquerdo medindo <var1> cm, homogêneo e com ecogenicidade dentro da normalidade.;;ANORMAL;not_normal;PÂNCREAS;pancreas;0
246;RED;diminuído de tamanho, medindo <var1> cm de comprimento em plano dorsal.;Rim esq  uerdo: provável nefropatia, caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;0
245;HPBCNDN;próstata aumentada de tamanho, medindo <var1> cm x <var2> cm, discretamente heterogênea com ecogenicidade mista. Múltiplas estruturas semi circulares, anecogênicas, com limites bem definidos e irregulares.;Próstata: hiperplasia prostática benigna cística, não podendo descartar processo neoplásico. Caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;PRÓSTATA;prostata;0
244;NHIFIGD;Em lobo hepático direito nota-se nódulo hiperecoico, medindo <var1> cm, de limites bem definidos e margens regulares.;;ANORMAL;not_normal;FÍGADO;figado;0
243;CUEHEC;Corno uterino esquerdo e corpo de útero aumentados de tamanho (medindo aproximadamente <var1> cm) preenchidos por pouco conteúdo anecogênico com moderada quantidade de pontos ecogênicos em suspensão. Paredes espessas e irregulares. Múltiplas estruturas circulares anecogênicas entremeadas em endométrio;Útero: processo inflamatório / infeccioso (hiperplasia endometrial cística).;ANORMAL;not_normal;ÚTERO;utero;0
242;LFABDR;linfonodos abdominais discretamente aumentados de tamanho, pouco heterogêneos com ecogenicidade mista.;Linfonodos abdominais reativos a processo inflamatório/infeccioso.;ANORMAL;not_normal;LINFONODOS;linfonodos;0
